Shape,Carat,Color,Clarity,Cut,Depth,Table,Polish,Symmetry,Measurement,Lab Certification,Price
Round,0.90,E,SI2,Excellent,59.3,61,Excellent,Excellent,6.31X6.29X3.73,GIA,US$5,676
Round,0.90,I,IF,Very good,59.5,61,Excellent,Very Good,6.19X6.27X3.71,GIA,US$6,178
Round,0.90,D,SI1,Very good,61.9,61,Excellent,Very Good,6.14X6.11X3.79,GIA,US$6,084
Round,1.08,H,SI1,Excellent,62.2,55,Excellent,Excellent,6.61X6.56X4.10,GIA,US$8,695
Round,1.08,K,SI1,Excellent,62.3,57,Excellent,Excellent,6.55X6.50X4.07,GIA,US$5,201
Round,1.27,D,VS2,Excellent,61.9,57,Excellent,Excellent,6.91X6.93X4.28,GIA,US$14,265
Round,0.74,D,SI1,Excellent,62.9,58,Excellent,Excellent,5.76X5.73X3.61,GIA,US$3,506
Round,0.74,H,SI1,Excellent,59.9,60,Excellent,Excellent,5.86X5.85X3.51,GIA,US$3,509
Round,0.74,E,VVS1,Excellent,61.7,60,Excellent,Excellent,5.80X5.78X3.57,GIA,US$4,464
Round,1.29,E,VS2,Excellent,62.6,57,Excellent,Excellent,6.94X6.90X4.33,GIA,US$12,879
Round,1.12,E,SI1,Excellent,62.3,57,Excellent,Excellent,6.64X6.61X4.13,GIA,US$9,698
Round,1.18,I,VS2,Excellent,61.2,59,Excellent,Excellent,6.83X6.78X4.17,GIA,US$8,972
Round,1.22,F,SI1,Excellent,62.7,56,Excellent,Excellent,6.84X6.80X4.27,GIA,US$10,795
Round,1.22,J,SI1,Excellent,60.6,60,Excellent,Excellent,6.90X6.87X4.18,GIA,US$7,656
Round,1.11,H,SI1,Excellent,62.5,57,Excellent,Excellent,6.58X6.60X4.12,GIA,US$9,058
Round,1.23,G,SI2,Excellent,62.5,57,Excellent,Excellent,6.84X6.79X4.26,GIA,US$9,210
Round,1.03,H,I1,Excellent,60.3,61,Excellent,Excellent,6.53X6.51X3.93,GIA,US$4,944
Round,1.16,F,I1,Excellent,62.1,57,Excellent,Excellent,6.76X6.72X4.19,GIA,US$6,696
Round,1.32,H,VS2,Excellent,62.5,55,Excellent,Excellent,7.01X7.04X4.39,GIA,US$13,162
Round,1.17,K,SI2,Excellent,62.5,59,Excellent,Excellent,6.72X6.67X4.18,GIA,US$5,476
Round,1.28,D,VS2,Excellent,60.8,57,Excellent,Excellent,7.03X6.99X4.26,GIA,US$16,146
Round,1.28,I,SI1,Excellent,62.5,57,Excellent,Excellent,6.90X6.95X4.33,GIA,US$9,523
Round,1.26,D,VS2,Excellent,62.9,56,Excellent,Excellent,6.88X6.84X4.31,GIA,US$13,499
Round,1.26,G,VS2,Excellent,59.8,59,Excellent,Excellent,7.05X7.02X4.21,GIA,US$12,382
Round,1.40,J,SI1,Excellent,62.7,56,Excellent,Excellent,7.15X7.11X4.47,GIA,US$9,972
Round,1.40,D,VS2,Excellent,62.2,58,Excellent,Excellent,7.15X7.10X4.43,GIA,US$17,418
Round,1.21,H,SI1,Excellent,60.6,58,Excellent,Excellent,6.88X6.91X4.18,GIA,US$10,005
Round,1.00,L,I1,Good,63.4,62,Excellent,Excellent,6.30X6.25X3.98,GIA,US$2,784
Round,1.24,H,SI2,Excellent,62.8,57,Excellent,Excellent,6.84X6.80X4.28,GIA,US$8,821
Round,1.09,K,SI2,Excellent,63.4,58,Excellent,Excellent,6.55X6.51X4.14,GIA,US$5,101
Round,1.50,G,SI2,Excellent,63.8,56,Very Good,Very Good,7.29X7.19X4.62,GIA,US$13,140
Round,1.50,J,VS1,Excellent,62.6,57,Excellent,Excellent,7.30X7.25X4.56,GIA,US$11,760
Round,0.70,D,SI1,Very good,60.2,60,Excellent,Excellent,5.70X5.75X3.44,GIA,US$3,158
Round,0.70,H,SI1,Excellent,61,61,Very Good,Excellent,5.74X5.70X3.49,GIA,US$3,006
Round,1.27,J,VS2,Excellent,62.6,57,Excellent,Excellent,6.88X6.92X4.31,GIA,US$8,571
Round,1.30,H,VS2,Excellent,62.6,57,Excellent,Excellent,6.97X6.92X4.34,GIA,US$12,646
Round,1.30,L,SI1,Excellent,62.9,57,Excellent,Excellent,6.94X6.90X4.35,GIA,US$6,481
Round,1.30,I,VS2,Excellent,62.6,58,Excellent,Excellent,6.94X6.89X4.33,GIA,US$10,708
Round,1.30,D,VS2,Excellent,62.6,59,Excellent,Excellent,6.96X6.90X4.34,GIA,US$14,826
Round,1.25,G,SI1,Excellent,62.4,55,Excellent,Excellent,6.89X6.85X4.29,GIA,US$11,840
Round,1.25,J,VS1,Excellent,61.9,59,Excellent,Excellent,6.91X6.86X4.26,GIA,US$8,968
Round,1.31,F,VS1,Excellent,62.6,58,Excellent,Excellent,6.96X6.99X4.37,GIA,US$14,965
Round,1.31,I,VS2,Very good,60,63,Excellent,Very Good,7.04X6.97X4.20,GIA,US$10,099
Round,1.50,D,VS2,Excellent,62.7,57,Very Good,Very Good,7.28X7.34X7.31,GIA,US$20,448
Round,1.50,I,SI2,Excellent,63,57,Excellent,Excellent,7.30X7.25X4.58,GIA,US$11,520
Round,1.50,J,SI2,Excellent,60.3,58,Excellent,Excellent,7.42X7.37X4.46,GIA,US$10,483
Round,1.50,L,VS1,Very good,62.6,58,Excellent,Very Good,7.18X7.28X4.53,GIA,US$8,232
Round,1.50,M,VS2,Excellent,61.5,59,Very Good,Excellent,7.30X7.33X4.50,GIA,US$7,200
Round,1.29,H,VS2,Excellent,60.9,60,Excellent,Excellent,7.06X7.03X4.30,GIA,US$11,765
Round,1.60,M,SI1,Excellent,62,57,Excellent,Excellent,7.47X7.42X4.62,GIA,US$7,588
Round,1.60,G,SI1,Excellent,62.5,57,Excellent,Excellent,7.44X7.47X4.66,GIA,US$17,024
Round,1.20,K,SI2,Excellent,63,55,Excellent,Excellent,6.77X6.72X4.25,GIA,US$5,766
Round,1.20,J,SI2,Excellent,60.6,57,Excellent,Excellent,6.90X6.87X4.18,GIA,US$7,004
Round,1.20,D,SI1,Excellent,62.8,57,Excellent,Excellent,6.79X6.73X4.24,GIA,US$10,568
Round,1.10,J,SI1,Excellent,62.9,57,Excellent,Excellent,6.58X6.54X4.13,GIA,US$6,343
Round,1.10,L,VS2,Excellent,61.5,59,Excellent,Excellent,6.64X6.59X4.07,GIA,US$5,196
Round,1.42,G,SI1,Excellent,62.2,56,Excellent,Excellent,7.19X7.15X4.46,GIA,US$13,786
Round,1.21,E,SI2,Excellent,62.2,58,Excellent,Excellent,6.78X6.82X4.23,GIA,US$10,118
Round,1.21,H,VS2,Excellent,62.3,61,Excellent,Excellent,6.76X6.75X4.21,EGL,US$7,357
Round,1.32,H,SI1,Excellent,62.1,57,Excellent,Excellent,7.04X7.00X4.36,GIA,US$10,484
Round,1.56,H,VS1,Excellent,60.8,59,Excellent,Excellent,7.45X7.39X4.51,EGL,US$10,733
Round,1.73,E,SI1,Excellent,62,58,Excellent,Excellent,7.73X7.69X4.78,GIA,US$21,798
Round,1.52,M,SI2,Excellent,62.7,56,Excellent,Excellent,7.33X7.31X4.59,GIA,US$7,179
Round,1.52,D,SI2,Excellent,61.9,58,Excellent,Excellent,7.33X7.36X4.55,GIA,US$13,911
Round,1.54,I,SI2,Excellent,62.8,58,Excellent,Excellent,7.35X7.29X4.60,GIA,US$12,616
Round,1.72,H,SI2,Excellent,62,56,Excellent,Excellent,7.68X7.63X4.74,GIA,US$16,022
Round,1.20,I,VS2,Excellent,62.1,59,Excellent,Excellent,6.79X6.73X4.20,GIA,US$9,631
Round,1.20,M,SI1,Excellent,60.3,60,Excellent,Excellent,6.89X6.86X4.14,GIA,US$5,092
Round,1.20,L,VS2,Excellent,59.1,61,Excellent,Excellent,6.92X6.88X4.08,GIA,US$5,904
Round,1.55,M,SI2,Excellent,62,58,Excellent,Excellent,7.41X7.38X4.58,GIA,US$7,321
Round,1.23,L,SI1,Excellent,61.2,60,Excellent,Excellent,6.90X6.86X4.21,GIA,US$5,833
Round,1.80,H,SI1,Excellent,62.7,56,Excellent,Excellent,7.77X7.74X4.86,GIA,US$20,045
Round,1.80,H,SI1,Excellent,61.7,59,Excellent,Excellent,7.80X7.75X4.80,EGL,US$13,781
Round,1.70,L,SI1,Excellent,62.1,56,Excellent,Excellent,7.67X7.62X4.75,GIA,US$9,335
Round,1.70,D,SI1,Excellent,62.2,57,Excellent,Excellent,7.66X7.62X4.75,GIA,US$22,032
Round,1.50,H,VS2,Excellent,61.4,60,Excellent,Excellent,7.36X7.30X4.50,GIA,US$16,920
Round,1.75,F,VS2,Excellent,62.5,57,Excellent,Excellent,7.71X7.66X4.80,GIA,US$23,128
Round,2.13,L,SI1,Excellent,62.5,58,Excellent,Excellent,8.25X8.18X5.14,GIA,US$13,932
Round,2.23,I,SI2,Excellent,62.1,56,Excellent,Excellent,8.37X8.32X5.18,GIA,US$22,443
Round,2.05,G,SI1,Excellent,62.3,57,Excellent,Excellent,8.10X8.13X5.06,GIA,US$30,340
Round,2.00,L,SI2,Excellent,63.1,55,Excellent,Excellent,8.02X7.95X5.04,GIA,US$12,147
Round,2.00,H,SI2,Excellent,62.3,56,Excellent,Excellent,8.04X7.99X4.99,GIA,US$22,800
Round,2.00,H,VS1,Very good,62.4,57,Very Good,Very Good,8.00X8.04X5.01,GIA,US$26,880
Round,1.65,I,SI1,Excellent,62,56,Excellent,Excellent,7.61X7.57X7.61,GIA,US$14,850
Round,2.30,H,SI2,Excellent,62.4,56,Very Good,Excellent,8.34X8.38X5.21,EGL,US$15,613
Round,2.02,H,VS2,Excellent,62.8,56,Excellent,Excellent,8.04X8.07X5.06,GIA,US$27,068
Round,2.02,I,SI2,Excellent,62.5,57,Excellent,Excellent,8.09X8.04X5.04,GIA,US$20,055
Round,2.02,J,VS2,Excellent,58.9,60,Very Good,Very Good,8.25X8.22X4.85,EGL,US$14,121
Round,1.73,F,SI2,Excellent,60.3,59,Excellent,Excellent,7.79X7.76X4.69,GIA,US$17,715
Round,2.16,K,SI2,Excellent,62.7,57,Very Good,Excellent,8.22X8.20X5.15,GIA,US$15,345
Round,2.51,J,VS1,Excellent,62.6,56,Excellent,Excellent,8.67X8.62X5.42,GIA,US$28,915
Round,1.60,H,SI2,Excellent,61,58,Excellent,Excellent,7.54X7.51X4.59,GIA,US$13,814
Round,2.09,D,VVS2,Very good,59.5,60,Very Good,Good,8.26X8.39X4.95,GIA,US$44,943
Round,2.53,G,SI1,Excellent,60.6,59,Excellent,Excellent,8.84X8.83X5.35,GIA,US$40,480
Round,2.03,H,SI2,Excellent,62.1,58,Excellent,Excellent,8.07X8.01X5.00,GIA,US$22,833
Round,2.03,G,SI1,Excellent,60.2,59,Excellent,Excellent,8.17X8.19X4.92,GIA,US$29,638
Round,2.03,M,VS2,Excellent,62.1,59,Excellent,Excellent,8.12X8.08X5.03,GIA,US$13,398
Round,1.70,E,SI1,Excellent,62.9,57,Excellent,Excellent,7.58X7.55X4.76,GIA,US$21,420
Round,1.70,F,SI1,Excellent,60.9,60,Excellent,Excellent,7.70X7.74X4.70,GIA,US$20,672
Round,2.20,L,SI1,Excellent,62.3,57,Excellent,Excellent,8.27X8.31X5.17,GIA,US$13,798
Round,2.52,L,SI2,Excellent,60.5,59,Excellent,Excellent,8.80X8.76X5.31,GIA,US$17,821
Round,2.41,I,SI2,Excellent,62.4,58,Excellent,Excellent,8.52X8.57X5.33,GIA,US$25,565
Round,2.46,G,IF,Excellent,59.8,59,Excellent,Excellent,8.75X8.82X5.25,GIA,US$46,494
Round,2.50,J,SI2,Excellent,61.8,57,Excellent,Very Good,8.68X8.62X5.34,GIA,US$23,240
Round,2.50,I,SI2,Excellent,62.4,57,Excellent,Very Good,8.60X8.66X5.39,GIA,US$27,880
Round,2.31,I,SI1,Excellent,60.3,55,Excellent,Excellent,8.61X8.59X5.18,EGL,US$16,966
Round,3.12,J,VS2,Excellent,62.8,57,Excellent,Excellent,9.33X9.26X5.84,GIA,US$41,808
Round,5.02,J,VS2,Excellent,62.3,58,Excellent,Excellent,10.92X10.86X6.79,GIA,US$86,339
Round,5.02,H,SI2,Excellent,60.4,59,Excellent,Excellent,11.14X11.09X6.72,GIA,US$76,354
Round,4.01,G,VS1,Excellent,62.6,58,Excellent,Excellent,10.10X10.06X6.31,GIA,US$98,526
Round,3.02,K,SI1,Very good,62.9,58,Excellent,Very Good,9.03X9.18X5.72,GIA,US$32,007
Round,4.02,M,VS2,Very good,64.6,56,Excellent,Excellent,9.86X9.96X6.40,GIA,US$32,256
Round,4.02,J,SI2,Very good,62.2,59,Excellent,Very Good,10.17X10.11X6.31,GIA,US$47,134
Round,2.71,M,SI2,Excellent,62.2,56,Excellent,Excellent,8.90X8.87X5.53,GIA,US$17,322
Round,3.51,E,SI1,Excellent,62.4,58,Excellent,Excellent,9.74X9.69X6.06,GIA,US$68,108
Round,2.30,I,SI2,Excellent,62,58,Excellent,Excellent,8.43X8.47X5.24,GIA,US$24,398
Round,4.00,G,VS2,Excellent,61.9,60,Excellent,Excellent,10.16X10.10X6.27,GIA,US$84,448
Round,4.03,H,SI1,Excellent,62.7,56,Excellent,Very Good,10.18X10.08X6.36,GIA,US$68,889
Round,2.51,M,SI2,Very good,62.8,58,Excellent,Very Good,8.60X8.53X5.38,GIA,US$15,666
Round,3.04,F,VS2,Excellent,60.9,58,Excellent,Excellent,9.33X9.35X9.34,GIA,US$68,947
Round,3.05,L,SI2,Very good,62.8,56,Excellent,Very Good,9.15X9.09X5.73,GIA,US$24,937
Round,4.12,L,SI2,Excellent,61.2,57,Excellent,Excellent,10.34X10.38X6.34,GIA,US$42,189
Round,4.20,J,SI1,Excellent,62.4,59,Excellent,Excellent,10.32X10.27X6.42,GIA,US$59,270
Round,5.01,I,SI2,Very good,61.1,62,Excellent,Very Good,10.94X10.83X6.65,GIA,US$70,861
Round,1.01,H,SI2,Excellent,60.7,56,Excellent,Excellent,6.52X6.48X3.95,GIA,US$6,724
Round,1.01,E,VS2,Excellent,63.1,56,Excellent,Excellent,6.39X6.33X4.01,GIA,US$9,308
Round,1.01,I,SI2,Excellent,61.4,57,Excellent,Excellent,6.47X6.44X3.96,GIA,US$5,995
Round,1.01,D,SI2,Excellent,62,57,Excellent,Excellent,6.42X6.39X3.97,GIA,US$7,918
Round,1.51,D,SI1,Excellent,62.2,55,Very Good,Excellent,7.40X7.34X4.58,GIA,US$16,960
Round,1.51,L,SI2,Excellent,62.7,56,Excellent,Excellent,7.33X7.28X4.58,GIA,US$7,924
Round,1.51,K,SI2,Very good,63.7,57,Very Good,Very Good,7.23X7.12X4.57,GIA,US$8,698
Round,1.51,J,SI2,Excellent,61.5,59,Very Good,Excellent,7.38X7.34X4.53,GIA,US$10,282
Round,1.01,I,VS2,Excellent,62.6,57,Excellent,Excellent,6.39X6.34X3.99,GIA,US$7,679
Round,1.01,F,I1,Excellent,62.9,57,Very Good,Very Good,6.41X6.34X4.01,GIA,US$5,191
Round,1.01,K,SI1,Very good,64,57,Excellent,Very Good,6.30X6.22X4.00,GIA,US$4,586
Round,1.01,G,SI2,Very good,61.6,58,Excellent,Excellent,6.38X6.42X3.94,GIA,US$6,787
Round,1.01,J,VS1,Excellent,62.1,58,Excellent,Excellent,6.45X6.43X4.00,GIA,US$6,865
Round,3.01,G,VS2,Excellent,62.2,57,Excellent,Excellent,9.19X9.25X5.73,GIA,US$60,682
Round,3.01,H,VS2,Very good,62.8,58,Excellent,Very Good,9.03X9.11X5.69,GIA,US$49,114
Round,3.01,K,VS2,Excellent,61.5,59,Excellent,Excellent,9.26X9.29X5.71,GIA,US$35,157
Round,3.01,E,SI1,Excellent,62.5,59,Excellent,Excellent,9.16X9.24X5.75,GIA,US$53,096
Round,1.01,D,SI2,Excellent,62.3,58,Excellent,Excellent,6.44X6.41X4.00,GIA,US$7,918
Round,1.01,I,VS2,Excellent,62.3,58,Excellent,Very Good,6.42X6.36X3.98,GIA,US$7,466
Round,1.01,J,SI2,Excellent,62.7,58,Excellent,Very Good,6.40X6.36X4.00,GIA,US$5,740
Round,1.01,J,VS2,Excellent,59.3,59,Excellent,Excellent,6.55X6.52X3.87,GIA,US$6,632
Round,1.01,I,SI2,Very good,59.9,59,Very Good,Very Good,6.51X6.45X3.88,GIA,US$5,995
Round,2.01,F,SI2,Very good,64.6,55,Excellent,Excellent,7.91X7.88X5.10,GIA,US$19,585
Round,2.01,H,VS2,Excellent,62.7,56,Excellent,Excellent,8.06X8.01X5.04,EGL,US$16,599
Round,2.01,E,VS2,Excellent,62.8,56,Excellent,Excellent,8.05X7.98X5.04,GIA,US$38,206
Round,2.01,G,VS2,Excellent,62.5,57,Excellent,Very Good,8.10X8.00X5.03,GIA,US$30,311
Round,1.01,D,SI2,Excellent,61,59,Very Good,Excellent,6.45X6.43X3.93,GIA,US$7,127
Round,1.01,G,SI2,Excellent,61.3,59,Excellent,Excellent,6.41X6.46X3.94,GIA,US$7,078
Round,1.01,H,SI1,Excellent,62.7,59,Excellent,Excellent,6.41X6.35X4.00,GIA,US$7,692
Round,1.01,F,SI2,Excellent,60.4,60,Excellent,Very Good,6.50X6.45X3.91,GIA,US$7,240
Round,2.01,F,SI1,Excellent,62.6,57,Excellent,Excellent,7.98X8.03X5.01,GIA,US$29,523
Round,2.01,F,SI1,Excellent,62.6,57,Excellent,Very Good,8.03X7.93X5.00,GIA,US$27,352
Round,2.01,F,SI1,Excellent,62.9,57,Excellent,Very Good,8.05X7.95X5.03,GIA,US$26,050
Round,2.01,D,SI1,Excellent,61.3,58,Excellent,Excellent,8.11X8.06X4.95,GIA,US$28,912
Round,2.01,F,SI2,Excellent,62.6,58,Excellent,Very Good,8.05X8.01X5.03,GIA,US$24,313
Round,1.01,I,SI1,Excellent,61.4,60,Excellent,Excellent,6.48X6.43X3.96,GIA,US$7,214
Round,1.01,J,SI2,Excellent,61.8,60,Excellent,Excellent,6.45X6.41X3.98,GIA,US$5,740
Round,1.01,K,SI2,Excellent,59.8,61,Excellent,Excellent,6.53X6.49X3.89,GIA,US$4,727
Round,1.01,D,SI2,Excellent,59.9,61,Excellent,Excellent,6.52X6.49X3.90,GIA,US$7,353
Round,1.01,H,SI1,Excellent,61.6,61,Excellent,Excellent,6.44X6.42X3.96,GIA,US$8,132
Round,2.01,I,SI2,Excellent,63.1,58,Excellent,Excellent,8.02X7.97X5.04,GIA,US$20,502
Round,2.01,H,SI2,Excellent,61.4,59,Excellent,Excellent,8.10X8.14X4.99,GIA,US$21,386
Round,2.01,I,SI2,Excellent,61.6,59,Excellent,Excellent,8.09X8.05X4.97,GIA,US$20,502
Round,2.01,I,VS2,Excellent,62.2,59,Excellent,Excellent,8.09X8.05X5.02,GIA,US$23,638
Round,2.01,K,SI1,Very good,59.5,60,Excellent,Excellent,8.19X8.13X4.85,GIA,US$15,678
Round,2.01,I,SI2,Excellent,60.6,61,Excellent,Excellent,8.17X8.13X4.94,GIA,US$22,416
Round,0.30,J,IF,Excellent,61.7,55,Excellent,Excellent,4.36X4.33X2.68,GIA,US$595
Round,0.30,G,SI2,Very good,64.2,55,Very Good,Good,4.24X4.23X2.72,GIA,US$399
Round,0.30,I,SI2,Good,63.6,56,Very Good,Good,4.16X4.15X2.64,GIA,US$367
Round,0.30,H,SI2,Very good,60.5,57,Good,Good,4.36X4.34X2.63,GIA,US$391
Round,0.30,I,SI2,Good,62.8,57,Good,Good,4.23X4.20X2.65,GIA,US$367
Round,0.30,F,I1,Excellent,59.8,58,Excellent,Very Good,4.38X4.36X2.61,GIA,US$376
Round,0.30,E,I1,Very good,63.4,58,Very Good,Very Good,4.27X4.23X2.69,GIA,US$374
Round,0.30,K,VVS1,Excellent,60,59,Excellent,Excellent,4.36X4.34X2.61,GIA,US$522
Round,0.30,F,I1,Very good,63.3,59,Excellent,Very Good,4.22X4.19X2.66,GIA,US$356
Round,0.31,J,VVS2,Excellent,62.2,53,Excellent,Excellent,4.37X4.34X2.70,GIA,US$571
Round,0.31,H,VVS1,Excellent,60.7,55,Excellent,Excellent,4.42X4.37X2.67,GIA,US$720
Round,0.31,H,SI2,Very good,62.4,58,Good,Very Good,4.33X4.29X2.69,GIA,US$404
Round,0.31,K,VVS1,Excellent,61.8,59,Excellent,Excellent,4.34X4.31X2.67,GIA,US$539
Round,0.31,F,VS2,Fair,55.4,63,Good,Fair,4.43X4.40X2.45,GIA,US$645
Round,0.32,J,VS1,Good,58.8,54,Good,Good,4.56X4.49X2.66,GIA,US$522
Round,0.32,F,SI1,Good,59.7,58,Good,Fair,4.49X4.42X2.66,GIA,US$486
Round,0.32,E,I1,Good,64.1,59,Very Good,Good,4.29X4.26X2.74,GIA,US$422
Round,0.32,F,SI1,Fair,55.8,66,Good,Fair,4.57X4.46X2.52,GIA,US$554
Round,0.40,J,SI2,Excellent,62.4,56,Excellent,Excellent,4.74X4.72X2.95,GIA,US$696
Round,0.40,G,I1,Excellent,63.4,56,Excellent,Very Good,4.70X4.66X2.96,GIA,US$729
Round,0.40,I,SI2,Very good,64.1,56,Very Good,Very Good,4.63X4.59X2.95,GIA,US$598
Round,0.40,J,I1,Excellent,62.2,57,Excellent,Excellent,4.75X4.74X2.95,GIA,US$583
Round,0.40,G,SI2,Excellent,62.9,57,Excellent,Very Good,4.71X4.66X2.95,GIA,US$814
Round,0.40,J,SI1,Good,64.3,57,Good,Good,4.62X4.58X2.96,GIA,US$554
Round,0.40,J,SI2,Excellent,62.3,58,Excellent,Excellent,4.75X4.74X2.96,GIA,US$685
Round,0.40,F,VVS1,Excellent,60.9,59,Excellent,Excellent,4.77X4.74X2.89,GIA,US$1,249
Round,0.41,K,SI2,Excellent,61.9,57,Excellent,Excellent,4.78X4.76X2.96,GIA,US$578
Round,0.41,F,VS2,Excellent,62.5,57,Excellent,Excellent,4.75X4.73X2.96,GIA,US$1,159
Round,0.30,H,VVS1,Very good,62,60,Excellent,Very Good,4.27X4.26X2.64,GIA,US$654
Round,0.30,I,SI2,Good,61.4,61,Good,Fair,4.24X4.21X2.60,GIA,US$367
Round,0.30,J,VVS1,Very good,58.8,62,Excellent,Very Good,4.38X4.35X2.57,GIA,US$574
Round,0.34,E,SI2,Excellent,59.6,59,Very Good,Excellent,4.54X4.53X2.70,GIA,US$471
Round,0.42,H,SI2,Excellent,62.3,57,Excellent,Excellent,4.79X4.77X2.98,GIA,US$773
Round,0.42,G,IF,Excellent,60.7,59,Excellent,Excellent,4.86X4.82X2.94,GIA,US$1,395
Round,0.42,H,VS2,Good,58.8,67,Very Good,Fair,4.91X4.84X2.87,GIA,US$919
Round,0.42,H,SI1,Fair,61.2,68,Good,Good,4.95X4.83X3.00,GIA,US$790
Round,0.39,D,VS2,Good,62.2,61,Good,Fair,4.64X4.60X2.87,GIA,US$717
Round,0.33,G,SI2,Excellent,61.8,58,Very Good,Very Good,4.43X4.39X2.72,GIA,US$439
Round,0.33,F,SI2,Excellent,62.1,59,Very Good,Very Good,4.45X4.41X2.75,GIA,US$466
Round,0.47,D,SI2,Fair,66.4,57,Good,Good,4.82X4.76X3.18,GIA,US$836
Round,0.43,F,SI2,Excellent,60.9,56,Excellent,Excellent,4.89X4.86X2.97,GIA,US$823
Round,0.43,H,VS2,Excellent,62.5,56,Excellent,Excellent,4.83X4.81X3.01,GIA,US$1,139
Round,0.50,H,VS1,Excellent,60.8,56,Excellent,Very Good,5.17X5.12X3.13,GIA,US$1,794
Round,0.50,F,SI2,Very good,62.2,56,Excellent,Very Good,5.07X5.04X3.14,GIA,US$1,274
Round,0.50,J,SI2,Excellent,62.6,56,Excellent,Excellent,5.07X5.04X3.17,GIA,US$1,178
Round,0.50,L,I1,Good,66.2,56,Good,Very Good,4.94X4.87X3.25,GIA,US$633
Round,0.50,F,VS2,Good,59.7,58,Fair,Good,5.19X5.14X3.08,GIA,US$1,509
Round,0.50,J,SI1,Good,66.2,58,Very Good,Very Good,4.94X4.88X3.25,GIA,US$1,017
Round,0.50,E,SI1,Excellent,59.5,59,Excellent,Excellent,5.18X5.15X3.08,GIA,US$1,822
Round,0.50,I,VS2,Excellent,61.1,59,Excellent,Excellent,5.15X5.13X3.14,GIA,US$1,600
Round,0.41,G,SI2,Good,64.8,57,Excellent,Good,4.63X4.60X2.99,GIA,US$623
Round,0.41,G,VS1,Good,57.7,67,Good,Fair,4.99X4.88X2.85,GIA,US$937
Round,0.51,I,SI2,,63.9,55,Good,Good,5.03X4.98X3.20,GIA,US$1,069
Round,0.51,I,SI2,Very good,60.3,59,Very Good,Good,5.22X5.17X3.13,GIA,US$1,050
Round,0.51,I,SI2,Very good,61,60,Good,Good,5.19X5.13X3.15,GIA,US$1,050
Round,0.51,F,SI1,Fair,56.1,61,Good,Fair,5.32X5.21X2.95,GIA,US$1,226
Round,0.51,I,SI1,Good,63.6,61,Good,Very Good,5.08X5.02X3.21,GIA,US$1,145
Round,0.50,J,VS1,Very good,60.1,62,Good,Good,5.19X5.07X3.08,GIA,US$1,039
Round,0.50,E,VVS2,Good,58.9,63,Very Good,Fair,5.21X5.06X3.02,GIA,US$1,691
Round,0.52,H,VS2,Excellent,62.8,56,Excellent,Excellent,5.14X5.11X3.22,GIA,US$1,756
Round,0.52,H,SI2,Excellent,60.6,60,Excellent,Excellent,5.19X5.18X3.14,GIA,US$1,164
Round,0.54,E,I2,Good,59.2,55,Very Good,Very Good,5.35X5.33X3.16,GIA,US$764
Round,0.54,I,SI1,Excellent,62.6,55,Excellent,Excellent,5.20X5.18X3.25,GIA,US$1,562
Round,0.54,G,VS1,Excellent,62.6,57,Very Good,Very Good,5.26X5.19X3.27,GIA,US$2,045
Round,0.54,G,SI2,Very good,62,59,Excellent,Very Good,5.24X5.19X3.23,GIA,US$1,347
Round,0.54,J,VS2,Very good,59,62,Good,Very Good,5.34X5.31X3.14,GIA,US$1,274
Round,0.31,I,SI2,Good,59.5,63,Good,Fair,4.39X4.37X2.61,GIA,US$580
Round,0.31,F,SI2,Good,57.5,65,Good,Fair,4.49X4.44X2.57,GIA,US$421
Round,0.44,F,SI2,Excellent,61.2,56,Very Good,Excellent,4.94X4.91X3.02,GIA,US$735
Round,0.44,E,SI2,Excellent,63.1,56,Excellent,Excellent,4.85X4.83X3.05,GIA,US$943
Round,0.44,F,SI1,Fair,63,66,Good,Fair,4.81X4.70X3.00,GIA,US$867
Round,0.56,H,VS2,Very good,60.5,58,Very Good,Very Good,5.34X5.26X3.20,GIA,US$1,566
Round,0.56,I,VS2,Good,63.5,59,Very Good,Very Good,5.22X5.20X3.31,GIA,US$1,350
Round,0.56,H,VS2,Very good,58.3,61,Very Good,Good,5.48X5.43X3.18,GIA,US$1,803
Round,0.40,G,SI2,Good,63,59,Very Good,Good,4.62X4.59X2.90,GIA,US$607
Round,0.40,J,SI2,Excellent,62.2,61,Excellent,Excellent,4.70X4.67X2.92,GIA,US$737
Round,0.40,D,SI1,Excellent,59.2,62,Excellent,Excellent,4.85X4.85X2.87,GIA,US$943
Round,0.40,I,VS1,Good,58.6,64,Good,Fair,4.85X4.75X2.81,GIA,US$689
Round,0.37,J,SI2,Fair,66.7,53,Good,Very Good,4.50X4.48X2.99,GIA,US$455
Round,0.37,G,I1,Excellent,62.5,57,Very Good,Very Good,4.60X4.56X2.86,GIA,US$407
Round,0.59,I,VS2,Very good,60.7,58,Good,Good,5.45X5.40X3.29,GIA,US$1,559
Round,0.59,J,I1,Good,61.8,63,Good,Good,5.38X5.34X3.32,GIA,US$806
Round,0.61,H,SI1,Excellent,62.2,57,Excellent,Excellent,5.43X5.40X3.37,GIA,US$2,268
Round,0.61,J,SI2,Excellent,62.6,57,Very Good,Very Good,5.44X5.41X3.39,GIA,US$1,459
Round,0.57,J,SI2,Very good,64.6,55,Very Good,Very Good,5.19X5.16X3.34,GIA,US$1,143
