Shape,Carat,Color,Clarity,Cut,Depth,Table,Polish,Symmetry,Measurement,Lab Certification,Price
Round,0.51,G,VS2,Very good,61,61,Excellent,Excellent,5.10X5.08X3.11,GIA,US$1,942
Round,0.51,G,VS2,Excellent,60.8,62,Excellent,Very Good,5.17X5.14X3.13,GIA,US$2,856
Round,1.03,G,I1,Very good,63.8,57,Very Good,Excellent,6.32X6.29X4.02,GIA,US$5,330
Round,1.03,N,VS2,Very good,63,59,Very Good,Excellent,6.35X6.34X4.00,GIA,US$3,382
Round,1.03,N,SI1,Very good,63.8,59,Very Good,Very Good,6.34X6.31X4.03,GIA,US$3,194
Round,1.01,I,VS1,Good,66.1,57,Excellent,Very Good,6.14X6.19X4.07,GIA,US$5,934
Round,1.01,G,SI1,Fair,68.2,57,Excellent,Good,5.99X6.03X4.10,GIA,US$5,262
Round,1.01,G,VS2,Fair,69.2,57,Very Good,Good,5.97X5.94X4.12,GIA,US$5,902
Round,1.01,G,SI1,Good,,58,Very Good,Good,,IGI,US$5,381
Round,1.01,H,SI1,Good,,58,Very Good,Very Good,,IGI,US$5,275
Round,1.01,G,SI1,Good,64.7,58,Excellent,Fair,6.27X6.22X4.04,GIA,US$6,816
Round,1.01,E,SI2,Good,66.2,58,Very Good,Excellent,6.19X6.15X4.08,GIA,US$5,197
Round,1.01,I,SI2,Fair,66.7,58,Very Good,Very Good,6.08X6.15X4.08,GIA,US$3,854
Round,1.01,N,SI2,Fair,70.1,58,Excellent,Good,5.97X5.95X4.18,GIA,US$2,763
Round,1.01,G,VS2,Good,,59,Very Good,Good,,IGI,US$6,170
Round,1.01,H,SI1,Good,,59,Very Good,Very Good,,IGI,US$5,165
Round,0.72,G,SI1,Excellent,62.4,58,Excellent,Excellent,5.73X5.71X3.57,GIA,US$3,495
Round,0.72,G,SI1,Very good,63.5,58,Very Good,Excellent,5.63X5.62X3.58,GIA,US$3,165
Round,0.72,F,VS2,Very good,63.7,58,Very Good,Excellent,5.66X5.63X3.60,GIA,US$3,917
Round,0.72,G,SI1,Good,65.3,59,Very Good,Excellent,5.54X5.51X3.61,GIA,US$2,787
Round,1.21,J,VS2,Excellent,62.2,58,Excellent,Excellent,6.83X6.78X4.23,GIA,US$8,166
Round,1.01,H,SI2,Good,,59,Very Good,Very Good,,IGI,US$4,329
Round,1.01,K,VS2,Very good,63.9,59,Very Good,Very Good,6.30X6.27X4.02,GIA,US$4,727
Round,1.01,F,SI2,Good,66,59,Excellent,Excellent,6.18X6.15X4.07,GIA,US$5,068
Round,1.01,N,VS2,Good,66.2,59,Very Good,Very Good,6.18X6.11X4.07,GIA,US$2,618
Round,1.01,I,VS2,Good,66.4,59,Excellent,Excellent,6.17X6.13X4.08,GIA,US$5,973
Round,1.01,F,VS1,Fair,69.1,59,Very Good,Excellent,6.01X5.97X4.14,GIA,US$7,417
Round,1.01,H,SI1,Good,,60,Very Good,Very Good,,IGI,US$4,835
Round,1.01,I,SI2,Good,,60,Very Good,Good,,IGI,US$3,854
Round,1.01,H,VS1,Good,65,60,Very Good,Very Good,6.21X6.14X4.02,GIA,US$7,240
Round,1.01,N,SI1,Good,66.1,60,Excellent,Very Good,6.17X6.13X4.06,GIA,US$2,582
Round,1.01,F,SI2,Good,66.4,60,Very Good,Very Good,6.18X6.08X4.07,GIA,US$5,171
Round,1.01,H,VS1,Good,66.5,60,Excellent,Very Good,6.17X6.11X4.08,GIA,US$7,240
Round,1.01,E,VS1,Fair,68.7,60,Very Good,Very Good,5.97X5.94X4.09,GIA,US$7,156
Round,1.01,G,SI1,Fair,70.3,60,Very Good,Good,5.95X5.92X4.17,GIA,US$5,381
Round,1.01,N,VVS1,Good,61.6,62,Excellent,Very Good,6.37X6.32X3.91,GIA,US$3,445
Round,1.01,N,VVS2,Fair,64.1,63,Very Good,Excellent,6.14X6.09X3.92,GIA,US$3,592
Round,1.01,N,VS2,Fair,56.6,69,Excellent,Very Good,6.54X6.52X3.70,GIA,US$3,316
Round,0.50,G,VS2,Good,65.1,64,Very Good,Very Good,4.88X4.85X3.17,GIA,US$1,764
Round,0.50,F,VS2,Good,57.8,68,Very Good,Very Good,5.17X5.16X2.99,GIA,US$1,806
Round,0.60,H,SI1,Very good,62.9,59,Excellent,Excellent,5.36X5.33X3.36,GIA,US$2,262
Round,0.60,H,VS2,Excellent,61.1,60,Very Good,Excellent,5.44X5.40X3.31,GIA,US$2,503
Round,1.33,M,I1,Very good,63.9,59,Very Good,Very Good,6.91X6.87X4.40,GIA,US$3,154
Round,0.81,H,VS2,Very good,63.9,58,Very Good,Excellent,5.88X5.86X3.75,GIA,US$4,191
Round,1.20,G,SI1,Very good,62.2,57,Very Good,Excellent,6.83X6.79X4.24,GIA,US$10,514
Round,0.43,G,SI1,Excellent,62.1,59,Excellent,Excellent,4.82X4.79X2.99,GIA,US$1,103
Round,0.63,I,SI1,Very good,62.8,58,Very Good,Very Good,5.44X5.40X3.41,GIA,US$1,987
Round,0.55,H,SI1,Excellent,61.8,58,Excellent,Excellent,5.26X5.24X3.24,GIA,US$2,073
Round,0.55,G,VS2,Excellent,62.3,58,Excellent,Excellent,5.26X5.23X3.27,GIA,US$2,310
Round,0.55,G,VS2,Excellent,61.5,59,Excellent,Excellent,5.29X5.27X3.25,GIA,US$3,080
Round,1.07,F,SI1,Excellent,62.4,57,Excellent,Excellent,6.57X6.54X4.09,GIA,US$9,467
Round,1.13,H,I1,Very good,63.2,60,Very Good,Very Good,6.57X6.50X4.13,GIA,US$5,424
Round,1.32,I,SI2,Very good,,54,Very Good,Very Good,,IGI,US$6,380
Round,1.32,H,I1,Very good,64,57,Very Good,Excellent,6.89X6.86X4.40,GIA,US$7,519
Round,0.40,F,VS2,Good,63.7,63,Very Good,Very Good,4.56X4.58X2.91,GIA,US$998
Round,0.70,E,SI1,Good,61.2,63,Very Good,Very Good,5.66X5.65X3.46,GIA,US$3,074
Round,1.52,H,SI1,Very good,63.1,60,Excellent,Excellent,7.24X7.22X4.56,GIA,US$15,022
Round,0.74,H,SI1,Excellent,62.2,58,Excellent,Excellent,5.82X5.77X3.61,GIA,US$3,329
Round,0.73,G,VS2,Excellent,62.2,57,Excellent,Excellent,5.78X5.76X3.59,GIA,US$4,137
Round,0.73,G,SI1,Very good,63,58,Very Good,Excellent,5.67X5.65X3.56,GIA,US$3,208
Round,19.17,H,SI3,,,,,,XX,None,US$42,174
Round,1.02,I,VS1,Good,66,59,Very Good,Very Good,6.13X6.21X4.07,GIA,US$6,215
Round,1.02,I,I1,Excellent,63.5,60,Excellent,Excellent,6.36X6.33X4.03,None,US$4,524
Round,1.02,M,VVS2,Good,65.7,60,Very Good,Very Good,6.24X6.15X4.07,GIA,US$3,628
Round,1.02,H,VS2,Good,,61,Very Good,Very Good,,IGI,US$5,830
Round,12.29,I,SI3,,,,,,XX,None,US$21,630
Round,0.40,H,VS2,Very good,61.5,56,Very Good,Very Good,4.71X4.69X2.89,GIA,US$1,075
Round,0.40,E,SI2,Excellent,62.1,57,Excellent,Excellent,4.73X4.72X2.93,GIA,US$896
Round,0.40,D,SI2,Excellent,61.9,58,Very Good,Excellent,4.73X4.70X2.92,GIA,US$847
Round,0.40,D,SI2,Excellent,61.3,59,Excellent,Excellent,4.75X4.74X2.91,GIA,US$941
Round,0.52,J,SI1,Excellent,62.3,57,Excellent,Excellent,5.13X5.15X3.20,GIA,US$1,498
Round,0.52,L,VS2,Excellent,61.8,58,Very Good,Excellent,5.13X5.15X3.18,GIA,US$1,093
Round,0.30,D,SI2,Excellent,61.1,59,Very Good,Excellent,4.32X4.30X2.63,GIA,US$631
Round,0.46,F,SI2,Excellent,62.3,56,Very Good,Excellent,4.95X4.93X3.08,GIA,US$1,049
Round,0.56,H,SI2,Excellent,62.9,56,Excellent,Excellent,5.29X5.25X3.31,GIA,US$1,568
Round,0.43,G,SI2,Excellent,62.8,57,Excellent,Excellent,4.82X4.79X3.02,GIA,US$954
Round,0.55,G,SI2,Excellent,62.4,57,Excellent,Excellent,5.24X5.22X3.26,GIA,US$1,693
Round,0.55,I,VS2,Excellent,61.5,59,Excellent,Excellent,5.31X5.27X3.25,GIA,US$1,914
Round,0.51,J,SI2,Excellent,62.6,54,Very Good,Excellent,5.12X5.09X3.19,GIA,US$1,346
Round,0.51,J,SI1,Excellent,62.2,56,Excellent,Excellent,5.12X5.13X3.19,GIA,US$1,469
Round,0.51,G,SI2,Excellent,63.3,56,Excellent,Excellent,5.08X5.05X3.21,GIA,US$1,528
Round,0.51,H,SI1,Excellent,61.5,57,Excellent,Excellent,5.16X5.13X3.17,GIA,US$1,821
Round,0.53,I,VVS1,Excellent,60.6,57,Excellent,Excellent,5.27X5.24X3.19,GIA,US$1,900
Round,0.53,J,VS2,Excellent,62,57,Very Good,Excellent,5.19X5.16X3.21,GIA,US$1,526
Round,0.65,J,SI1,Excellent,62,56,Excellent,Very Good,5.58X5.51X3.44,GIA,US$1,997
Round,0.54,I,SI1,Excellent,62.1,60,Excellent,Excellent,5.24X5.20X3.24,GIA,US$1,563
Round,0.63,J,SI1,Excellent,60.7,57,Excellent,Excellent,5.57X5.55X3.37,GIA,US$1,814
Round,0.63,L,SI1,Excellent,61.3,58,Excellent,Excellent,5.54X5.52X3.39,GIA,US$1,405
Round,0.62,J,SI1,Very good,62.8,57,Very Good,Very Good,5.40X5.38X3.38,GIA,US$1,857
Round,0.62,I,VS2,Excellent,62.1,58,Excellent,Excellent,5.45X5.41X3.37,GIA,US$2,244
Round,0.60,G,SI1,Excellent,62.5,56,Very Good,Excellent,5.40X5.36X3.37,GIA,US$2,396
Round,0.60,J,SI2,Excellent,63,56,Excellent,Excellent,5.41X5.37X3.39,GIA,US$1,690
Round,0.60,J,SI1,Excellent,61.4,57,Excellent,Excellent,5.42X5.43X3.33,GIA,US$1,889
Round,0.60,J,VS2,Excellent,62.2,57,Excellent,Excellent,5.41X5.38X3.35,GIA,US$1,800
Round,0.60,H,SI1,Excellent,61.6,58,Excellent,Excellent,5.41X5.40X3.33,GIA,US$2,232
Round,0.60,I,SI1,Excellent,61.9,58,Excellent,Excellent,5.40X5.37X3.33,GIA,US$1,944
Round,0.60,J,SI2,Excellent,62.5,58,Very Good,Excellent,5.38X5.34X3.35,GIA,US$1,563
Round,0.60,J,SI2,Very good,63.2,58,Excellent,Very Good,5.38X5.33X3.39,GIA,US$1,478
Round,0.51,F,SI2,Excellent,62.2,57,Excellent,Excellent,5.12X5.09X3.18,GIA,US$1,608
Round,0.51,I,VS2,Excellent,62.9,57,Excellent,Excellent,5.10X5.06X3.20,GIA,US$1,775
Round,0.51,J,SI1,Excellent,60.9,58,Excellent,Excellent,5.20X5.17X3.15,GIA,US$1,528
Round,0.51,H,SI1,Excellent,62.5,58,Excellent,Excellent,5.14X5.11X3.20,GIA,US$1,872
Round,0.51,J,VS2,Excellent,62.1,59,Excellent,Excellent,5.13X5.10X3.18,GIA,US$1,489
Round,0.72,D,SI1,Excellent,62.5,56,Excellent,Excellent,5.70X5.74X3.58,GIA,US$4,038
Round,0.41,D,SI2,Excellent,62.8,56,Excellent,Excellent,4.75X4.73X2.98,GIA,US$964
Round,0.56,I,VS2,Excellent,60.3,57,Excellent,Excellent,5.37X5.35X3.23,GIA,US$1,819
Round,0.56,K,SI2,Excellent,60.3,58,Excellent,Excellent,5.38X5.35X3.24,GIA,US$1,362
Round,0.56,E,VS2,Excellent,62.1,59,Excellent,Excellent,5.29X5.26X3.27,GIA,US$2,376
Round,0.77,J,VS2,Excellent,60.4,59,Excellent,Excellent,5.95X5.90X3.58,GIA,US$2,864
Round,0.77,D,VS2,Excellent,62.3,59,Excellent,Excellent,5.85X5.81X3.63,GIA,US$4,743
Round,0.64,G,VS2,Excellent,61.2,58,Excellent,Excellent,5.57X5.53X3.40,GIA,US$2,796
Round,0.81,D,VS2,Excellent,61,57,Excellent,Excellent,6.04X6.01X3.67,GIA,US$5,346
Round,0.61,E,SI2,Excellent,61.5,57,Very Good,Excellent,5.46X5.43X3.35,GIA,US$1,950
Round,0.61,F,SI1,Excellent,62.4,58,Excellent,Excellent,5.42X5.38X3.37,GIA,US$2,499
Round,0.61,G,SI1,Excellent,62.2,59,Excellent,Excellent,5.40X5.42X3.36,GIA,US$2,499
Round,0.50,G,SI2,Excellent,60.6,55,Excellent,Very Good,5.15X5.12X3.11,GIA,US$1,581
Round,0.50,J,SI1,Excellent,62.4,55,Excellent,Excellent,5.09X5.11X3.18,GIA,US$1,440
Round,0.50,J,VS2,Excellent,61.8,56,Excellent,Excellent,5.11X5.07X3.14,GIA,US$1,480
Round,0.73,F,VS2,Excellent,61.5,56,Excellent,Excellent,5.80X5.77X3.56,GIA,US$3,913
Round,0.73,K,VS2,Excellent,62.8,56,Excellent,Excellent,5.76X5.72X3.60,GIA,US$2,303
Round,0.73,D,VS2,Excellent,62.2,57,Excellent,Excellent,5.74X5.78X3.58,GIA,US$4,240
Round,0.71,H,SI1,Excellent,62.1,56,Excellent,Excellent,5.74X5.70X3.55,GIA,US$3,238
Round,0.71,F,VS1,Excellent,63,56,Very Good,Excellent,5.70X5.67X3.58,GIA,US$3,612
Round,0.52,E,VS2,Excellent,62,59,Excellent,Excellent,5.16X5.12X3.19,GIA,US$2,109
Round,0.66,F,SI1,Excellent,63.2,57,Excellent,Excellent,5.55X5.50X3.49,GIA,US$2,568
Round,0.84,F,VS2,Excellent,62.6,57,Excellent,Excellent,6.03X6.00X3.77,GIA,US$5,107
Round,0.69,H,SI1,Very good,58.8,62,Very Good,Very Good,5.72X5.71X3.36,EGL,US$2,310
Round,0.78,G,VS2,Excellent,61.7,58,Excellent,Excellent,5.93X5.90X3.65,GIA,US$4,363
Round,0.50,E,SI2,Excellent,62.3,56,Excellent,Excellent,5.10X5.06X3.17,GIA,US$1,512
Round,0.50,H,I1,Excellent,62.7,56,Excellent,Excellent,5.07X5.04X3.17,GIA,US$1,181
Round,0.50,J,SI1,Excellent,63.1,56,Excellent,Excellent,5.03X5.06X3.18,GIA,US$1,440
Round,0.50,G,SI2,Excellent,61.4,57,Excellent,Excellent,5.12X5.08X3.13,GIA,US$1,539
Round,0.50,G,SI2,Excellent,61.9,57,Excellent,Excellent,5.11X5.08X3.15,GIA,US$1,539
Round,0.74,F,VS1,Excellent,62.6,56,Excellent,Excellent,5.79X5.75X3.61,GIA,US$4,393
Round,0.74,I,SI2,Excellent,62.3,58,Excellent,Excellent,5.79X5.76X3.60,GIA,US$2,610
Round,0.72,D,SI2,Excellent,61.6,57,Very Good,Excellent,5.74X5.77X3.54,GIA,US$3,280
Round,0.72,I,VS2,Excellent,62.2,58,Excellent,Excellent,5.72X5.68X3.55,GIA,US$3,154
Round,0.72,G,SI2,Excellent,62.3,58,Excellent,Excellent,5.74X5.70X3.56,GIA,US$2,889
Round,0.85,I,SI1,Excellent,63.4,57,Excellent,Excellent,6.01X5.97X3.80,GIA,US$3,792
Round,0.58,G,SI1,Excellent,62.2,57,Excellent,Excellent,5.36X5.33X3.33,GIA,US$2,079
Round,0.73,D,SI1,Excellent,63.3,57,Excellent,Excellent,5.74X5.69X3.62,GIA,US$3,623
Round,0.73,D,VS2,Excellent,60.9,59,Excellent,Excellent,5.85X5.82X3.55,GIA,US$3,854
Round,0.73,G,SI2,Excellent,62.5,59,Excellent,Excellent,5.75X5.70X3.58,GIA,US$2,968
Round,0.60,H,SI1,Excellent,61.6,59,Excellent,Excellent,5.37X5.41X3.32,GIA,US$2,381
Round,0.60,K,VS2,Excellent,61.8,59,Excellent,Excellent,5.37X5.41X3.33,GIA,US$1,613
Round,0.50,F,VS2,Excellent,62.1,57,Excellent,Excellent,5.10X5.05X3.15,GIA,US$2,013
Round,0.50,G,SI2,Excellent,60.2,58,Very Good,Excellent,5.13X5.12X3.09,GIA,US$1,560
Round,0.50,J,SI2,Excellent,61.5,58,Excellent,Very Good,5.13X5.11X3.14,GIA,US$1,302
Round,0.50,J,SI2,Excellent,62.1,58,Excellent,Excellent,5.11X5.07X3.16,GIA,US$1,320
Round,0.50,G,SI1,Excellent,62.7,58,Excellent,Excellent,5.08X5.05X3.18,GIA,US$1,894
Round,0.80,M,SI2,Excellent,62.5,55,Very Good,Very Good,5.92X5.90X3.70,GIA,US$1,912
Round,0.80,I,VS1,Excellent,62.7,55,Excellent,Very Good,5.93X5.90X3.71,GIA,US$3,993
Round,0.71,G,SI2,Excellent,62.7,57,Very Good,Excellent,5.71X5.68X3.57,GIA,US$2,699
Round,0.71,D,VS2,Excellent,62.2,58,Excellent,Excellent,5.71X5.67X3.54,GIA,US$3,749
Round,0.71,H,VS2,Very good,61.5,59,Excellent,Very Good,5.72X5.68X3.51,GIA,US$3,578
Round,0.50,D,VS2,Very good,60.2,59,Excellent,Very Good,5.10X5.06X3.06,GIA,US$2,066
Round,0.50,H,SI1,Excellent,60.5,59,Excellent,Excellent,5.17X5.14X3.12,GIA,US$1,786
Round,0.50,I,SI2,Excellent,60.6,59,Excellent,Excellent,5.17X5.13X3.12,GIA,US$1,380
Round,0.50,K,SI2,Excellent,60.8,59,Excellent,Excellent,5.11X5.10X3.11,GIA,US$1,140
Round,0.50,J,SI2,Excellent,61.6,59,Very Good,Very Good,5.08X5.05X3.12,GIA,US$1,197
Round,0.75,D,SI2,Excellent,62.2,57,Excellent,Excellent,5.77X5.82X3.61,GIA,US$3,350
Round,0.75,E,VS2,Excellent,62.6,57,Excellent,Excellent,5.80X5.77X3.63,GIA,US$4,368
Round,0.75,J,VS1,Excellent,62,58,Excellent,Excellent,5.85X5.82X3.62,GIA,US$2,880
Round,0.75,H,IF,Excellent,62.3,58,Excellent,Excellent,5.82X5.80X3.62,GIA,US$4,452
Round,0.92,J,SI2,Excellent,61.2,58,Excellent,Excellent,6.23X6.27X3.83,GIA,US$3,976
Round,0.80,I,VS1,Excellent,62.9,56,Excellent,Excellent,5.88X5.91X3.71,GIA,US$3,891
Round,0.80,H,VS2,Excellent,62.2,57,Excellent,Very Good,5.95X5.87X3.68,GIA,US$4,408
Round,0.80,D,SI2,Excellent,62.9,57,Excellent,Excellent,5.95X5.90X3.73,GIA,US$3,994
Round,0.80,H,VS2,Excellent,61.8,58,Excellent,Excellent,5.95X5.91X3.67,GIA,US$4,408
Round,0.80,I,VS1,Excellent,62.4,58,Excellent,Excellent,5.96X5.93X3.71,GIA,US$3,891
Round,0.50,J,SI2,Excellent,62.7,59,Excellent,Excellent,5.07X5.05X3.17,GIA,US$1,320
Round,0.50,D,VS1,Excellent,59.7,60,Excellent,Excellent,5.16X5.13X3.07,GIA,US$2,158
Round,0.50,G,SI1,Excellent,60,60,Excellent,Excellent,5.15X5.12X3.08,GIA,US$1,894
Round,0.50,D,VS2,Excellent,60.9,60,Excellent,Excellent,5.12X5.13X3.12,GIA,US$2,198
Round,0.50,I,VS2,Excellent,61.8,60,Very Good,Very Good,5.09X5.05X3.14,GIA,US$1,670
Round,0.91,D,SI1,Excellent,61.5,56,Excellent,Excellent,6.25X6.22X6.25,GIA,US$7,571
Round,0.91,G,VS1,Excellent,60.4,58,Excellent,Excellent,6.29X6.27X3.79,GIA,US$6,829
Round,1.00,F,SI2,Excellent,63.3,55,Excellent,Very Good,6.37X6.30X4.01,GIA,US$7,475
Round,0.90,H,SI1,Excellent,62.3,55,Excellent,Excellent,6.17X6.14X3.83,GIA,US$5,541
Round,0.90,J,SI2,Excellent,62.4,55,Excellent,Excellent,6.14X6.17X3.84,GIA,US$4,103
Round,0.90,H,SI1,Excellent,63.5,55,Excellent,Very Good,6.15X6.08X3.88,GIA,US$5,466
Round,0.90,D,SI1,Excellent,61.3,56,Excellent,Excellent,6.22X6.18X3.80,GIA,US$6,365
Round,1.00,D,SI1,Excellent,62.5,56,Very Good,Very Good,6.38X6.31X3.97,GIA,US$8,256
Round,1.00,F,VS1,Very good,61.4,57,Excellent,Very Good,6.37X6.41X3.93,GIA,US$9,466
Round,1.00,F,VS1,Excellent,62.7,57,Excellent,Excellent,6.39X6.34X3.99,GIA,US$12,566
Round,1.00,D,SI2,Excellent,62.9,57,Excellent,Excellent,6.37X6.32X3.99,GIA,US$7,616
Round,1.00,H,VS1,Excellent,63.1,57,Excellent,Excellent,6.31X6.24X3.96,EGL,US$5,912
Round,0.90,J,SI2,Excellent,62.3,56,Excellent,Excellent,6.17X6.13X3.84,GIA,US$4,049
Round,0.90,H,VS2,Excellent,62.8,56,Excellent,Very Good,6.19X6.13X3.87,GIA,US$6,097
Round,0.90,M,VS1,Excellent,61.8,57,Excellent,Excellent,6.20X6.15X3.82,GIA,US$2,592
Round,0.90,E,SI2,Excellent,62.7,57,Excellent,Excellent,6.17X6.13X3.86,GIA,US$5,676
Round,0.90,J,SI2,Excellent,63.2,57,Excellent,Very Good,6.14X6.10X3.87,GIA,US$3,730
Round,1.00,G,SI2,Excellent,60,58,Excellent,Very Good,6.50X6.44X3.88,GIA,US$6,912
Round,1.00,I,VS2,Excellent,61.4,58,Excellent,Very Good,6.42X6.38X3.93,GIA,US$7,392
Round,1.00,G,SI2,Excellent,61.7,58,Very Good,Very Good,6.41X6.35X3.93,GIA,US$6,912
Round,1.00,D,SI2,Excellent,62.2,58,Excellent,Very Good,6.38X6.36X3.96,EGL,US$5,264
Round,1.00,K,SI2,Excellent,62.5,58,Excellent,Very Good,6.36X6.31X3.96,GIA,US$4,680
Round,0.76,G,VS2,Excellent,62.3,57,Excellent,Excellent,5.84X5.81X3.63,GIA,US$4,195
Round,0.90,H,VS2,Very good,63.5,57,Excellent,Very Good,6.07X6.00X3.83,GIA,US$5,429
Round,0.90,G,SI2,Very good,61.9,58,Excellent,Very Good,6.14X6.09X3.78,GIA,US$4,873
Round,0.90,I,SI1,Excellent,61.9,58,Excellent,Excellent,6.17X6.13X3.81,GIA,US$5,184
Round,0.90,L,SI1,Excellent,62.3,58,Excellent,Excellent,6.17X6.13X3.83,GIA,US$3,154
Round,0.90,E,SI2,Excellent,62.7,58,Very Good,Very Good,6.18X6.11X3.85,GIA,US$5,054
Round,1.00,J,SI2,Excellent,62.6,58,Excellent,Excellent,6.39X6.35X3.98,GIA,US$5,606
Round,1.00,F,SI2,Excellent,61.3,59,Excellent,Very Good,6.38X6.43X3.93,GIA,US$7,578
Round,1.00,F,I2,Very good,60.4,60,Excellent,Very Good,6.43X6.40X3.87,GIA,US$3,600
Round,1.00,G,SI2,Excellent,58.9,61,Excellent,Excellent,6.54X6.50X3.84,GIA,US$6,912
Round,1.00,E,SI2,Good,59,61,Excellent,Excellent,6.46X6.49X3.82,GIA,US$6,646
Round,0.70,G,VS2,Very good,62.6,54,Excellent,Very Good,5.66X5.60X3.52,GIA,US$3,246
Round,0.70,F,SI1,Very good,63.7,55,Excellent,Very Good,5.67X5.62X3.60,GIA,US$2,938
Round,0.70,I,SI2,Excellent,62.5,56,Excellent,Excellent,5.70X5.66X3.55,GIA,US$2,501
Round,0.50,I,SI2,Excellent,61.9,60,Excellent,Very Good,5.07X5.00X3.12,GIA,US$1,288
Round,0.50,I,VS2,Excellent,61,61,Excellent,Excellent,5.12X5.10X3.11,GIA,US$1,740
Round,1.04,E,VS2,Excellent,62.7,57,Excellent,Excellent,6.47X6.42X4.04,GIA,US$9,265
Round,1.04,F,SI2,Excellent,60.6,59,Excellent,Very Good,6.52X6.49X3.94,EGL,US$5,964
Round,0.91,K,SI1,Excellent,61.1,58,Excellent,Excellent,6.24X6.20X3.80,GIA,US$3,556
Round,0.91,I,VS2,Excellent,60.9,59,Excellent,Excellent,6.22X6.26X3.80,GIA,US$5,569
Round,0.90,E,SI1,Very good,62.8,58,Very Good,Excellent,6.05X6.12X3.82,GIA,US$5,973
Round,0.90,H,VS2,Very good,63.4,58,Excellent,Very Good,6.09X6.01X3.84,GIA,US$5,596
Round,0.90,H,VS2,Very good,64.5,58,Excellent,Very Good,6.03X5.95X3.87,GIA,US$5,429
Round,0.90,K,SI1,Very good,64.5,58,Excellent,Very Good,6.07X5.99X3.89,GIA,US$3,184
Round,0.90,J,SI1,Very good,58.9,59,Very Good,Excellent,6.28X6.32X3.71,GIA,US$4,133
Round,1.03,I,SI1,Very good,64.1,56,Very Good,Excellent,6.32X6.40X4.08,GIA,US$6,641
Round,1.03,K,I1,Excellent,59.8,59,Excellent,Excellent,6.58X6.55X3.92,GIA,US$4,598
Round,0.70,J,VS2,Excellent,63,56,Excellent,Excellent,5.66X5.61X3.55,GIA,US$2,326
Round,0.70,E,SI2,Excellent,62.3,57,Excellent,Very Good,5.68X5.61X3.52,GIA,US$2,818
Round,0.70,K,SI1,Excellent,62.7,57,Excellent,Excellent,5.66X5.64X3.54,GIA,US$1,882
Round,0.70,E,SI2,Very good,64.1,57,Excellent,Very Good,5.56X5.55X3.56,GIA,US$2,486
Round,0.70,G,SI1,Excellent,61.7,58,Excellent,Excellent,5.73X5.71X3.53,GIA,US$3,582
Round,0.81,G,SI1,Excellent,59.2,62,Excellent,Excellent,6.07X6.05X3.59,GIA,US$4,145
Round,1.09,J,SI2,Excellent,62.1,58,Excellent,Excellent,6.60X6.56X4.09,GIA,US$5,860
Round,0.80,I,VS1,Excellent,62.7,58,Excellent,Excellent,5.92X5.88X3.70,GIA,US$3,891
Round,0.80,K,VS2,Excellent,61.8,59,Excellent,Excellent,5.91X5.93X3.66,GIA,US$2,620
Round,0.80,J,VS2,Very good,63.1,59,Very Good,Excellent,5.76X5.84X3.66,GIA,US$3,174
Round,0.80,E,SI2,Excellent,61.7,61,Excellent,Excellent,5.96X5.92X3.66,GIA,US$3,789
Round,0.94,D,SI2,Very good,64.6,55,Excellent,Very Good,6.12X6.08X3.94,GIA,US$5,144
Round,0.75,J,VS2,Excellent,62.2,59,Excellent,Excellent,5.78X5.76X3.59,GIA,US$2,827
Round,0.75,I,VS1,Excellent,60.4,60,Excellent,Excellent,5.91X5.86X3.55,GIA,US$3,648
Round,1.06,F,SI3,Excellent,62.2,58,Excellent,Very Good,6.46X6.43X4.01,EGL,US$4,854
Round,0.90,F,VS2,Very good,60.7,59,Excellent,Excellent,6.22X6.26X3.79,GIA,US$6,754
Round,0.90,F,SI2,Very good,64.4,59,Very Good,Good,6.03X5.99X3.87,GIA,US$4,680
Round,0.90,J,SI1,Very good,59,60,Excellent,Excellent,6.27X6.30X3.71,GIA,US$4,133
Round,0.90,D,SI2,Excellent,60,60,Excellent,Excellent,6.27X6.23X3.75,GIA,US$5,581
Round,0.90,I,VS2,Excellent,61.6,60,Excellent,Excellent,6.20X6.16X3.81,GIA,US$5,141
Round,1.05,J,SI1,Excellent,62.5,55,Excellent,Excellent,6.52X6.50X4.07,GIA,US$6,233
Round,1.05,E,SI1,Excellent,62.3,56,Excellent,Excellent,6.48X6.51X4.05,GIA,US$9,643
Round,1.05,D,VS2,Excellent,62.1,57,Excellent,Excellent,6.51X6.46X4.03,GIA,US$10,886
Round,1.18,H,VS2,Excellent,62.1,57,Excellent,Excellent,6.76X6.73X4.19,GIA,US$10,475
Round,0.70,I,VS1,Excellent,62.3,58,Excellent,Excellent,5.67X5.64X3.52,GIA,US$2,809
Round,0.70,I,SI1,Very good,63.2,58,Very Good,Very Good,5.53X5.60X3.52,GIA,US$2,399
Round,0.70,K,VS2,Very good,64.2,58,Very Good,Very Good,5.56X5.52X3.55,GIA,US$2,038
Round,0.70,G,SI1,Excellent,61,59,Excellent,Excellent,5.72X5.70X3.48,GIA,US$2,985
Round,0.70,I,SI2,Excellent,62.3,59,Excellent,Excellent,5.67X5.63X3.52,GIA,US$2,404
Round,1.02,E,SI1,Excellent,62.2,59,Excellent,Excellent,6.44X6.40X4.00,GIA,US$8,966
Round,0.90,I,VS2,Very good,64.8,60,Very Good,Very Good,6.06X5.96X3.90,GIA,US$4,774
